pmid	doi	title	abstract	year	month	day	jabbrv	lastname	firstname
21862580	10.1074/jbc.M111.259549	Akt fine-tunes NF-κB-dependent gene expression during T cell activation.	Activation of the NF-κB signaling pathway is critical for leukocyte activation and development. Although previous studies suggested a role for the Akt kinase in coupling the T cell antigen receptor and CD28 to NF-κB activation in T cells, the nature of the role of Akt in this pathway is still unclear. Using a targeted gene profiling approach, we found that a subset of NF-κB-dependent genes required Akt for optimal up-regulation during T cell activation. The selective effects of Akt were manifest at the level of mRNA transcription and p65/RelA binding to upstream promoters and appear to be due to altered formation of the Carma1-Bcl10 complex. The proinflammatory cytokine TNF-α was found to be particularly sensitive to Akt inhibition or knockdown, including in primary human blood T cells and a murine model of rheumatoid arthritis. Our findings are consistent with a hierarchy in the expression of NF-κB-dependent genes, controlled by the strength and/or duration of NF-κB signaling. More broadly, our results suggest that defining the more graded effects of signaling, such as those demonstrated here for Akt and the NF-κB pathway, is important to understanding how cells can fine-tune signaling responses for optimal sensitivity and specificity.	2011	12	12	J Biol Chem	Cheng	Jing
21896478	10.1074/jbc.M111.263384	The E3 ubiquitin ligase mind bomb-2 (MIB2) protein controls B-cell CLL/lymphoma 10 (BCL10)-dependent NF-κB activation.	B-cell CLL/lymphoma 10 (BCL10) is crucial for the activation of NF-κB in numerous immune receptor signaling pathways, including the T-cell receptor (TCR) and B-cell receptor signaling pathways. However, the molecular mechanisms that lead to signal transduction from BCL10 to downstream NF-κB effector kinases, such as TAK1 and components of the IKK complex, are not entirely understood. Here we used a proteomic approach and identified the E3 ligase MIB2 as a novel component of the activated BCL10 complex. In vitro translation and pulldown assays suggest direct interaction between BCL10 and MIB2. Overexpression experiments show that MIB2 controls BCL10-mediated activation of NF-κB by promoting autoubiquitination and ubiquitination of IKKγ/NEMO, as well as recruitment and activation of TAK1. Knockdown of MIB2 inhibited BCL10-dependent NF-κB activation. Together, our results identify MIB2 as a novel component of the activated BCL10 signaling complex and a missing link in the BCL10-dependent NF-κB signaling pathway.	2011	12	15	J Biol Chem	Stempin	Cinthia C
22158899	10.1073/pnas.1111708108	Crystal structure of the mucosa-associated lymphoid tissue lymphoma translocation 1 (MALT1) paracaspase region.	The mucosa-associated lymphoid tissue lymphoma translocation 1 (MALT1) paracaspase, a key component of the Carma1/Bcl10/MALT1 signalosome, is critical for NF-κB signaling in multiple contexts. MALT1 is thought to function as a scaffold and protease to promote signaling; however, the biochemical and structural basis of paracaspase action remains largely unknown. Here we report the 1.75-Å resolution crystal structure of the MALT1 paracaspase region, which contains the paracaspase domain and an ensuing Ig-like domain. The paracaspase and the Ig domains appear as a single folding unit and interact with each other through extensive van der Waals contacts and hydrogen bonds. The paracaspase domain adopts a fold that is nearly identical to that of classic caspases and homodimerizes similarly to form an active protease. Unlike caspases, the active and mature form of the paracaspase domain remains a single uncleaved polypeptide and specifically recognizes the bound peptide inhibitor Val-Arg-Pro-Arg. In particular, the carboxyl-terminal amino acid Arg of the inhibitor is coordinated by three highly conserved acidic residues. This structure serves as an important framework for deciphering the function and mechanism of paracaspases exemplified by MALT1.	2012	02	21	Proc Natl Acad Sci U S A	Yu	Jong W
19714753	10.1002/ibd.21092	Platelet-activating factor-induced NF-kappaB activation and IL-8 production in intestinal epithelial cells are Bcl10-dependent.	Platelet-activating factor (PAF), a potent proinflammatory phospholipid mediator, has been implicated in inducing intestinal inflammation in diseases such as inflammatory bowel disease (IBD) and necrotizing enterocolitis (NEC). However, its mechanisms of inducing inflammatory responses are not fully understood. Therefore, studies were designed to explore the mechanisms of PAF-induced inflammatory cascade in intestinal epithelial cells. Nuclear factor kappa B (NF-kappaB) activation was measured by luciferase assay and enzyme-linked immunosorbent assay (ELISA), and interleukin 8 (IL-8) production was determined by ELISA. B-cell lymphoma 10 (Bcl10), caspase recruitment domain-containing membrane-associated guanylate kinase protein 3 (CARMA3), and mucosa-associated lymphoid tissue lymphoma translocation protein 1 (MALT1) mRNA and protein levels were assessed by real-time reverse-transcription polymerase chain reaction (RT-PCR) and Western blot, respectively. siRNA silencing of Bcl10 was used to examine its role in PAF-induced NF-kappaB activation and IL-8 production. The promoter region of the Bcl10 gene was cloned with the PCR method and promoter activity measured by luciferase assay. The adaptor protein Bcl10 appeared to play an important role in the PAF-induced inflammatory pathway in human intestinal epithelial cells. Bcl10 was required for PAF-induced I kappaB alpha phosphorylation, NF-kappaB activation, and IL-8 production in NCM460, a cell line derived from normal human colon, and Caco-2, a transformed human intestinal cell line. PAF also stimulated Bcl10 interactions with CARMA3 and MALT1, and upregulated Bcl10 expression in these cells via transcriptional regulation. These findings highlight a novel PAF-induced inflammatory pathway in intestinal epithelial cells, requiring Bcl10 as a critical mediator and involving CARMA3/Bcl10/MALT1 interactions. The proinflammatory effects of PAF play prominent roles in the pathogenesis of IBD and this pathway may present important targets for intervention in chronic inflammatory diseases of the intestine.	2010	07	27	Inflamm Bowel Dis	Borthakur	Alip
19864123	10.1016/j.jnutbio.2009.07.002	Carrageenan-induced innate immune response is modified by enzymes that hydrolyze distinct galactosidic bonds.	The common food additive carrageenan (CGN) predictably induces intestinal inflammation in animal models. Mechanisms of CGN-induced nuclear factor κB and interleukin-8 (IL-8) stimulation include an immune-mediated pathway involving toll-like receptor 4 (TLR4) and B-cell lymphoma/leukemia 10 (BCL10) and a reactive oxygen species (ROS)-mediated pathway. To determine how the structure of CGN contributes to its initiation of inflammation through these two distinct mechanisms, we treated CGNs with galactosidases and carrageenases (CGNases) and determined the impact on IL-8 secretion and BCL10 production. Hydrolysis of CGN by the enzyme α-1→(3,6)-galactosidase significantly reduced increases in IL-8 and BCL10, but other galactosidases tested, including α-1→6-galactosidase, β-1→4-galactosidase and β-1→3,6-galactosidase, had no effect. In contrast, specific κ-CGNases or ι-CGNases, which hydrolyze β-1,4-galactosidic bonds, produced increases in IL-8 and BCL10 attributable to increased exposure of the immunogenic α-1→3-galactosidic epitope of CGN to TLR4. These results were consistent with induction of innate immune response by an interaction of TLR4 with the unusual α-d-Gal-(1→3)-d-Gal epitope present in CGN. Activation of the ROS-mediated pathway was unaffected by treatment of κ-CGN with either κ-CGNase (3 mg/L), α-1→(3,6)-galactosidase (20 mU/ml) or these enzymes in combination, indicating that changes in IL-8 production were attributable to the effects of induction of inflammation on the TLR4-BCL10-mediated innate immune pathway. These findings provide new information about the specificity of carbohydrate-protein interaction between CGN and TLR4 and may help to devise treatments that modify the immune reactivity induced by carbohydrate antigens.	2011	01	28	J Nutr Biochem	Bhattacharyya	Sumit
19897484	10.1074/jbc.M109.050815	B-cell CLL/lymphoma 10 (BCL10) is required for NF-kappaB production by both canonical and noncanonical pathways and for NF-kappaB-inducing kinase (NIK) phosphorylation.	B-cell CLL/lymphoma 10 (BCL10), the caspase recruitment domain (CARD)-containing protein involved in the etiology of the mucosa-associated lymphoid tissue (MALT) lymphomas, has been implicated in inflammatory processes in epithelial cells, as well as in immune cells. Experiments in this report indicate that BCL10 is required for activation of nuclear factor (NF)-kappaB by both canonical and noncanonical pathways, following stimulation by the sulfated polysaccharide carrageenan (CGN). In wild type and IkappaB-kinase (IKK)alpha(-/-) mouse embryonic fibroblasts, increases in phospho-IkappaBalpha, nuclear NF-kappaB p65 (RelA) and p50, and KC, the mouse analog of human interleukin-8, were markedly reduced by silencing BCL10 or by exposure to the free radical scavenger Tempol. In IKKbeta(-/-) cells, BCL10 silencing, but not Tempol, reduced the CGN-induced increases in KC, phospho-NF-kappaB-inducing kinase (NIK), cytoplasmic NF-kappaB p100, and nuclear NF-kappaB p52 and RelB, suggesting a BCL10 requirement for activation of the noncanonical pathway. In NCM460 cells, derived from normal, human colonic epithelium, the CGN-induced increases in NF-kappaB family members, p65, p50, p52, and RelB, were inhibited by BCL10 silencing. Although enzyme-linked immunosorbent assay and confocal images demonstrated no change in total NIK following CGN, increases in phospho-NIK in the wild type, IKKbeta(-/-) and IKKalpha(-/-) cells were inhibited by silencing BCL10. These findings indicate an upstream signaling role for BCL10, in addition to its effects on IKKgamma, the regulatory component of the IKK signalosome, and a requirement for BCL10 in both canonical and noncanonical pathways of NF-kappaB activation. Also, the commonly used food additive carrageenan can be added to the short list of known activators of both pathways.	2010	01	26	J Biol Chem	Bhattacharyya	Sumit
19950170	10.1002/eji.200939445	c-Rel phenocopies PKCtheta but not Bcl-10 in regulating CD8+ T-cell activation versus tolerance.	Elucidating the signaling events that promote T-cell tolerance versus activation provides important insights for manipulating immunity in vivo. Previous studies have suggested that the absence of PKCtheta results in the induction of anergy and that the balance between the induction of the transcription factors NFAT, AP1 and NF-kappaB plays a key role in determining whether T-cell anergy or activation is induced. Here, we examine whether Bcl-10 and specific family members of NF-kappaB act downstream of PKCtheta to alter CD8(+) T-cell activation and/or anergy. We showed that T cells from mice deficient in c-Rel but not NF-kappaB1 (p50) have increased susceptibility to the induction of anergy, similar to T cells from PKCtheta-deficient mice. Surprisingly T cells from Bcl-10-deficient mice showed a strikingly different phenotype to the PKCtheta-deficient T cells, with a severe block in TCR-mediated activation. Furthermore, we have also shown that survival signals downstream of NF-kappaB, are uncoupled from signals that mediate T-cell anergy. These results suggest that c-Rel plays a critical role downstream of PKCtheta in controlling CD8(+) T-cell anergy induction.	2010	04	16	Eur J Immunol	Deenick	Elissa K
20193035	10.1111/j.1744-313X.2010.00898.x	BCL10 as a new candidate gene for immune response in pigs: cloning, expression and association analysis.	BCL10 is an apoptotic regulatory molecule identified through its direct involvement in t(1; 14)(p22; q32) of mucosa-associated lymphoid tissue lymphoma, and was implicated in the pathogenesis of this and several other tumour types. BCL10 was recognized as an antigen receptor-specific regulator of NF-kappaB, which showed close association with immune responses. In this study, we cloned and characterized BCL10 from the porcine spleen and analysed its genomic structure. BCL10 was mapped to SSC4q21-q23 by the IMpRH panels, it is closely linked to the marker S0161 and SW1461. This gene has three exons and two introns. Reverse transcriptase-polymerase chain reaction analyses showed that BCL10 was widely expressed in all the examined tissues. Transient transfection indicated that porcine BCL10 was located in cytoplasm in Pig Kidney Epithelial cells. BCL10 gene displays the opposite expression trend between the two treatments mimic virus and bacteria of polyriboinosinic-polyribocytidylic acid (Poly I:C) and lipopolysaccharide (LPS). The level of the BCL10 mRNA was up-regulated during 12-24 h and peaking at 48 h when treated with LPS, whereas it was down-regulated during 0-48 h and highest at 0 h (cells without treating with Poly I:C) when treated with Poly I:C. One single nucleotide polymorphism (SNP) site was identified in the 3'-untranslated region of porcine BCL10. Association analysis revealed that this SNP was significantly associated with intermediate cell mass (eosinophile granulocyte, basophile granulocyte and histoleucocyte) percentage, absolute intermediate cell mass count and mean red blood cell volume of 0-day-old pigs, and red blood cell count of 17-day-old pigs (P &lt; 0.05), and also had significant associations with red blood cell count and haemoglobin concentration of 32-day-old pigs (P &lt; 0.01).	2010	08	30	Int J Immunogenet	Huang	J
20235165	10.1002/path.2699	Interleukin-2 induces NF-kappaB activation through BCL10 and affects its subcellular localization in natural killer lymphoma cells.	Deregulation of nuclear factor (NF)-kappaB signalling is common in cancers and is essential for tumourigenesis. Constitutive NF-kappaB activation in extranodal natural killer (NK)-cell lymphoma, nasal type (ENKL) is known to be associated with aberrant nuclear translocation of BCL10. Here we investigated the mechanisms leading to NF-kappaB activation and BCL10 nuclear localization in ENKLs. Given that ENKLs are dependent on T-cell-derived interleukin-2 (IL2) for cytotoxicity and proliferation, we investigated whether IL2 modulates NF-kappaB activation and BCL10 subcellular localization in ENKLs. In the present study, IL2-activated NK lymphoma cells were found to induce NF-kappaB activation via the PI3K/Akt pathway, leading to an increase in the entry of G(2)/M phase and concomitant transcription of NF-kappaB-responsive genes. We also found that BCL10, a key mediator of NF-kappaB signalling, participates in the cytokine receptor-induced activation of NF-kappaB. Knockdown of BCL10 expression resulted in deficient NF-kappaB signalling, whereas Akt activation was unaffected. Our results suggest that BCL10 plays a role downstream of Akt in the IL2-triggered NF-kappaB signalling pathway. Moreover, the addition of IL2 to NK cells led to aberrant nuclear translocation of BCL10, which is a pathological feature of ENKLs. We further show that BCL10 can bind to BCL3, a transcriptional co-activator and nuclear protein. Up-regulation of BCL3 expression was observed in response to IL2. Similar to BCL10, the expression and nuclear translocation of BCL3 were induced by IL2 in an Akt-dependent manner. The nuclear translocation of BCL10 was also dependent on BCL3 because silencing BCL3 by RNA interference abrogated this translocation. We identified a critical role for BCL10 in the cytokine receptor-induced NF-kappaB signalling pathway, which is essential for NK cell activation. We also revealed the underlying mechanism that controls BCL10 nuclear translocation in NK cells. Our findings provide insight into a molecular network within the NF-kappaB signalling pathway that promotes the pathogenesis of NK cell lymphomas.	2010	07	28	J Pathol	Chan	Ka-Kui
20439115	10.1016/j.molimm.2010.04.005	Interaction of calmodulin with Bcl10 modulates NF-kappaB activation.	Calcium signals resulting from antigen receptor activation are important in determining the responses of a T or B lymphocyte to an antigen. Calmodulin (CaM), a multi-functional sensor of intracellular calcium (Ca(2+)) signals in cells, is required in the pathway from the T cell receptor (TCR) to activation of the key transcription factor NF-kappaB. Here we searched for a partner in direct interaction with CaM in the pathway, and found that CaM interacts specifically with the signaling adaptor Bcl10. The binding is Ca(2+) dependent and of high affinity, with a K(d) of approximately 160 nM. Proximity of CaM and Bcl10 in vivo is induced by increases in the intracellular Ca(2+) level. The interaction is localized to the CARD domain of Bcl10, which interacts with the CARD domain of the upstream signaling partner Carma1. Binding of CaM to Bcl10 is shown to inhibit the ability of Bcl10 to interact with Carma1, an interaction that is required for signaling from the TCR to NF-kappaB. Furthermore, a mutant of Bcl10 with reduced binding to CaM shows increased activation of an NF-kappaB reporter, which is further enhanced by activating stimuli. We propose a novel mechanism whereby the Ca(2+) sensor CaM regulates T cell responses to antigens by binding to Bcl10, thereby modulating its interaction with Carma1 and subsequent activation of NF-kappaB.	2010	07	12	Mol Immunol	Edin	Sofia
20466000	10.1016/j.yexcr.2010.05.004	Lipopolysaccharide-induced activation of NF-κB non-canonical pathway requires BCL10 serine 138 and NIK phosphorylations.	B-cell lymphoma/leukemia (BCL)-10 and reactive oxygen species mediate two pathways of NF-κB (RelA) activation by lipopolysaccharide (LPS) in human colonic epithelial cells. The pathway for LPS activation of RelB by the non-canonical pathway (RelB) in non-myeloid cells was not yet reported, but important for understanding the range of potential microbial LPS-induced effects in inflammatory bowel disease. Experiments were performed in human colonic epithelial cells and in mouse embryonic fibroblasts deficient in components of the IkappaB kinase (IKK) signalosome, in order to detect mediators of the non-canonical pathway of NF-κB activation, including nuclear RelB and p52 and phospho- and total NF-κB inducing kinase (NIK). BCL10 was silenced by siRNA and effects of mutations of specific phosphorylation sites of BCL10 (Ser138Gly and Ser218Gly) were determined. By the non-canonical pathway, LPS exposure increased nuclear RelB and p52, and phospho-NIK, with no change in total NIK. Phosphorylation of BCL10 serine 138 was required for NIK phosphorylation, since mutation of this residue eliminated the increases in phospho-NIK and nuclear RelB and p52. Mutations of either serine 138 or serine 218 reduced RelA, p50, and phospho-IκBα of the canonical pathway. Effects of LPS stimulation and BCL10 silencing on NIK phosphorylation were demonstrated in confocal images. LPS induces activation of both canonical and non-canonical pathways of NF-κB in human colonic epithelial cells, and the non-canonical pathway requires phosphorylations of BCL10 (serine 138) and NIK. These findings demonstrate the important role of BCL10 in mediating LPS-induced inflammation in human colonic epithelial cells and may open new avenues for therapeutic interventions.	2010	11	10	Exp Cell Res	Bhattacharyya	Sumit
20507572	10.1186/1471-2172-11-26	Differential cytokine regulation by NF-kappaB and AP-1 in Jurkat T-cells.	Activator protein (AP)-1 and nuclear factor (NF)-kappaB largely control T-cell activation, following binding of foreign antigens to the T-cell receptor leading to cytokine secretion. Elevated levels of pro-inflammatory cytokines and chemokines such as TNF, IL-6 and CXCL8 are associated with several human diseases including cystic fibrosis, pulmonary fibrosis and AIDS. The aim of this study was to investigate the role of the transcription factors, AP-1 and NF-kappaB, in IL-6 and CXCL8 regulation in Jurkat T-cells. Phorbol myristate acetate (PMA) exposure resulted in an up-regulation of AP-1 and down-regulation of NF-kappaB activity, however, exposure to heat killed (HK) Escherichia. coli MG1655 resulted in a dose-dependent increase in NF-kappaB activity without affecting AP-1. The cytokine profile revealed an up-regulation of the chemokine CXCL8 and the pro-inflammatory cytokines TNF, IL-2 and IL-6 following treatment with both PMA and HK E. coli, while the levels of the anti-inflammatory cytokine IL-10 were not affected by PMA but were significantly down-regulated by HK E. coli. AP-1 activation was significantly increased 2 h after PMA exposure and continued to increase thereafter. In contrast, NF-kappaB responded to PMA exposure by a rapid up-regulation followed by a subsequent down-regulation. Increased intracellular Ca2+ concentrations countered the down-regulation of NF-kappaB by PMA, while similar treatment with calcium ionophore resulted in a reduced NF-kappaB activity following induction with HK E. coli. In order to further study NF-kappaB activation, we considered two up-stream signalling proteins, PKC and Bcl10. Phosphorylated-PKC levels increased in response to PMA and HK E. coli, while Bcl10 levels significantly decreased following PMA treatment. Using an NF-kappaB activation inhibitor, we observed complete inhibition of IL-6 expression while CXCL8 levels only decreased by 40% at the highest concentration. Treatment of Jurkat T-cells with PMA in the presence of JNK-inhibitor suppressed both CXCL8 and IL-6 while PKC-inhibitor primarily decreased CXCL8 expression. The present study shows that NF-kappaB regulated IL-6 but not CXCL8. This complex regulation of CXCL8 suggests that there is a need to further evaluate the signalling pathways in order to develop new treatment for diseases with elevated CXCL8 levels, such as AIDS and autoimmune diseases.	2010	09	09	BMC Immunol	Khalaf	Hazem
20516126	10.1101/cshperspect.a000109	Oncogenic activation of NF-kappaB.	Recent genetic evidence has established a pathogenetic role for NF-kappaB signaling in cancer. NF-kappaB signaling is engaged transiently when normal B lymphocytes respond to antigens, but lymphomas derived from these cells accumulate genetic lesions that constitutively activate NF-kappaB signaling. Many genetic aberrations in lymphomas alter CARD11, MALT1, or BCL10, which constitute a signaling complex that is intermediate between the B-cell receptor and IkappaB kinase. The activated B-cell-like subtype of diffuse large B-cell lymphoma activates NF-kappaB by a variety of mechanisms including oncogenic mutations in CARD11 and a chronic active form of B-cell receptor signaling. Normal plasma cells activate NF-kappaB in response to ligands in the bone marrow microenvironment, but their malignant counterpart, multiple myeloma, sustains a variety of genetic hits that stabilize the kinase NIK, leading to constitutive activation of the classical and alternative NF-kappaB pathways. Various oncogenic abnormalities in epithelial cancers, including mutant K-ras, engage unconventional IkappaB kinases to activate NF-kappaB. Inhibition of constitutive NF-kappaB signaling in each of these cancer types induces apoptosis, providing a rationale for the development of NF-kappaB pathway inhibitors for the treatment of cancer.	2010	09	08	Cold Spring Harb Perspect Biol	Staudt	Louis M
20520640	10.1038/leu.2010.118	Differential expression of NF-kappaB target genes in MALT lymphoma with and without chromosome translocation: insights into molecular mechanism.	Mucosa-associated lymphoid tissue (MALT) lymphoma is characterized by t(11;18)(q21;q21)/API2-MALT1, t(1;14)(p22;q32)/BCL10-IGH and t(14;18)(q32;q21)/IGH-MALT1, which commonly activate the nuclear factor (NF)-kappaB pathway. Gastric MALT lymphomas harboring such translocations usually do not respond to Helicobacter pylori eradication, while most of those without translocation can be cured by antibiotics. To understand the molecular mechanism of these different MALT lymphoma subgroups, we performed gene expression profiling analysis of 21 MALT lymphomas (13 translocation-positive, 8 translocation-negative). Gene set enrichment analysis (GSEA) of the NF-kappaB target genes and 4394 additional gene sets covering various cellular pathways, biological processes and molecular functions have shown that translocation-positive MALT lymphomas are characterized by an enhanced expression of NF-kappaB target genes, particularly toll like receptor (TLR)6, chemokine, CC motif, receptor (CCR)2, cluster of differentiation (CD)69 and B-cell CLL/lymphoma (BCL)2, while translocation-negative cases were featured by active inflammatory and immune responses, such as interleukin-8, CD86, CD28 and inducible T-cell costimulator (ICOS). Separate analyses of the genes differentially expressed between translocation-positive and -negative cases and measurement of gene ontology term in these differentially expressed genes by hypergeometric test reinforced the above findings by GSEA. Finally, expression of TLR6, in the presence of TLR2, enhanced both API2-MALT1 and BCL10-mediated NF-kappaB activation in vitro. Our findings provide novel insights into the molecular mechanism of MALT lymphomas with and without translocation, potentially explaining their different clinical behaviors.	2010	09	14	Leukemia	Hamoudi	R A
20538615	10.1074/jbc.M110.131300	CARD9 mediates dectin-2-induced IkappaBalpha kinase ubiquitination leading to activation of NF-kappaB in response to stimulation by the hyphal form of Candida albicans.	The scaffold protein CARD9 plays an essential role in anti-fungus immunity and is implicated in mediating Dectin-1/Syk-induced NF-kappaB activation in response to Candida albicans infection. However, the molecular mechanism by which CARD9 mediates C. albicans-induced NF-kappaB activation is not fully characterized. Here we demonstrate that CARD9 is involved in mediating NF-kappaB activation induced by the hyphal form of C. albicans hyphae (Hyphae) but not by its heat-inactivated unicellular form. Our data show that inhibiting Dectin-2 expression selectively blocked Hyphae-induced NF-kappaB, whereas inhibiting Dectin-1 mainly suppressed zymosan-induced NF-kappaB, indicating that Hyphae-induced NF-kappaB activation is mainly through Dectin-2 and not Dectin-1. Consistently, we find that the hyphae stimulation induces CARD9 association with Bcl10, an adaptor protein that functions downstream of CARD9 and is also involved in C. albicans-induced NF-kappaB activation. This association is dependent on Dectin-2 but not Dectin-1 following the hyphae stimulation. Finally, we find that although both CARD9 and Syk are required for Hyphae-induced NF-kappaB activation, they regulate different signaling events in which CARD9 mediates IkappaBalpha kinase ubiquitination, whereas Syk regulates IkappaBalpha kinase phosphorylation. Together, our data demonstrated that CARD9 is selectively involved in Dectin-2-induced NF-kappaB activation in response to C. albicans hyphae challenging.	2010	09	30	J Biol Chem	Bi	Liangkuan
20551178	10.1242/jcs.069476	Interplay between BCL10, MALT1 and IkappaBalpha during T-cell-receptor-mediated NFkappaB activation.	T-cell-receptor (TCR) signalling to NFkappaB requires the assembly of a large multiprotein complex containing the serine/threonine kinase CK1alpha, the scaffold protein CARMA1, the heterodimer BCL10-MALT1 (the CBM complex) and the IkappaB kinase complex (IKK). Although the mechanisms regulating recruitment and activation of IKK within the CBM microenvironment have been extensively studied, there is little understanding of how IKK subsequently binds and phosphorylates IkappaBalpha, the inhibitor of NFkappaB, to promote IkappaBalpha ubiquitylation and proteasomal degradation. Here, we show that BCL10, MALT1 and IKK inducibly associate with IkappaBalpha in a complex that is physically distinct from the early CK1alpha-CBM signalosome. This IkappaBalpha-containing complex probably maturates from the CBM, because siRNA-based knockdown of CARMA1, CK1alpha and BCL10 hampered its assembly, leading to a reduction in NFkappaB activation. By contrast, CK1alpha normally recruited both BCL10 and ubiquitylated species of MALT1 when IkappaBalpha levels were reduced. However, knockdown of IkappaBalpha led to an altered ubiquitylation profile of BCL10-MALT1 combined with a defect in MALT1 reorganisation within large cytoplasmic structures, suggesting that, following stimulation, IkappaBalpha might also participate in MALT1 recycling. Altogether, our data suggest a two-step mechanism to connect active IKK to IkappaBalpha, and further unveil a potential role for IkappaBalpha in resetting TCR-mediated signalling.	2010	11	26	J Cell Sci	Carvalho	Gabrielle
20605784	10.1074/jbc.C110.109421	The CARMA3-Bcl10-MALT1 signalosome promotes angiotensin II-dependent vascular inflammation and atherogenesis.	The CARMA1, Bcl10, and MALT1 proteins together constitute a signaling complex (CBM signalosome) that mediates antigen-dependent activation of NF-kappaB in lymphocytes, thereby representing a cornerstone of the adaptive immune response. Although CARMA1 is restricted to cells of the immune system, the analogous CARMA3 protein has a much wider expression pattern. Emerging evidence suggests that CARMA3 can substitute for CARMA1 in non-immune cells to assemble a CARMA3-Bcl10-MALT1 signalosome and mediate G protein-coupled receptor activation of NF-kappaB. Here we show that one G protein-coupled receptor, the type 1 receptor for angiotensin II, utilizes this mechanism for activation of NF-kappaB in endothelial and vascular smooth muscle cells, thereby inducing pro-inflammatory signals within the vasculature, a key factor in atherogenesis. Further, we demonstrate that Bcl10-deficient mice are protected from developing angiotensin-dependent atherosclerosis and aortic aneurysms. By uncovering a novel vascular role for the CBM signalosome, these findings illustrate that CBM-dependent signaling has functions outside the realm of adaptive immunity and impacts pathobiology more broadly than previously known.	2010	09	30	J Biol Chem	McAllister-Lucas	Linda M
20679053		[Orbital and ocular adnexal lymphomas. Clinico-pathological correlation in 25 cases].	Clinical, histological features and outcome of a cohort of patients with orbital and adnexal lymphoproliferative tumors were evaluated. Twenty-five cases in an oncologic referral center from 1995 to 2008, were included in the study. Each case had detailed immunophenotypic analysis using a panel of monoclonal antibodies (CD45, CD20, CD3, CD5, CD23, BCL2, BCL6, BCL10, Ki67, CD30, CD15, BCL1, Kappa, Lambda, CD138). Lesions were classified by using WHO (2008) lymphomas classification. Twenty-three patients were found to have primary and two secondary lymphomas. Histological subtypes were: 16 patients with marginal zone B cell lymphoma of mucosa-associated lymphoid tissue (MALT) lymphoma, four diffuse large B cell lymphomas, two mantle cell lymphomas, two follicular lymphomas, and one Hodgkin lymphoma. Among the 25 patients studied, 22 had localized stage. Extranodal marginal zone lymphoma was the most frequent type of primary orbital and adnexal lymphoma. In this study localized disease was observed in most cases, and distant spread of the lymphomas was infrequent.	2011	10	18	Medicina (B Aires)	Rojas Bilbao	Erica A
20685844	10.1101/cshperspect.a003004	Antigen receptor signaling to NF-kappaB via CARMA1, BCL10, and MALT1.	The signaling pathway controlling antigen receptor-induced regulation of the transcription factor NF-kappaB plays a key role in lymphocyte activation and development and the generation of lymphomas. Work of the past decade has led to dramatic progress in the identification and characterization of new players in the pathway. Moreover, novel enzymatic activities relevant for this pathway have been discovered, which represent interesting drug targets for immuno-suppression or lymphoma treatment. Here, we summarize these findings and give an outlook on interesting open issues that need to be addressed in the future.	2011	01	05	Cold Spring Harb Perspect Biol	Thome	Margot
20799731	10.1021/bi101052d	Oncogenic CARD11 mutations induce hyperactive signaling by disrupting autoinhibition by the PKC-responsive inhibitory domain.	The regulated activation of NF-κB by antigen receptor signaling is required for normal B and T lymphocyte activation during the adaptive immune response. Dysregulated NF-κB activation is associated with several types of lymphoma, including diffuse large B cell lymphoma (DLBCL). During normal antigen receptor signaling, the multidomain scaffold protein CARD11 undergoes a transition from a closed, inactive state to an open, active conformation that recruits several signaling proteins into a complex, leading to IKK kinase activation. This transition is regulated by the CARD11 inhibitory domain (ID), which participates in intramolecular interactions that prevent cofactor binding to CARD11 prior to signaling, but which is neutralized after receptor engagement by phosphorylation. Several oncogenic CARD11 mutations have been identified in DLBCL that enhance activity and that are mostly found in the coiled-coil domain. However, the mechanisms by which these mutations cause CARD11 hyperactivity and spontaneous NF-κB activation are poorly understood. In this report, we provide several lines of evidence that oncogenic mutations F123I and L225LI induce CARD11 hyperactivity by disrupting autoinhibition by the CARD11 ID. These mutations disrupt ID-mediated intramolecular interactions and ID-dependent inhibition and bypass the requirement for ID phosphorylation during T cell receptor signaling. Intriguingly, these mutations selectively enhance the apparent affinity of CARD11 for Bcl10, but not for other signaling proteins that are recruited to CARD11 in an ID-dependent manner during normal antigen receptor signaling. Our results establish a mechanism that explains how DLBCL-associated mutations in CARD11 can initiate spontaneous, receptor-independent activation of NF-κB.	2010	10	22	Biochemistry	Lamason	Rebecca L
